id,code,service,usedInTrip,brand,model,productionYear,floorHeight,passengersDoors
426,1032,009-04,3349031,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
424,1030,009-01,3345603,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350210,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346168,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
410,1013,009-03,3354088,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
424,1030,009-01,3345604,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
426,1032,009-04,3349032,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346169,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350211,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
410,1013,009-03,3354089,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
424,1030,009-01,3345605,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
426,1032,009-04,3349033,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346170,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350212,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-35,3331221,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
410,1013,009-03,3354090,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
408,1012,009-06,3345463,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
424,1030,009-01,3345606,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
426,1032,009-04,3349034,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
510,1501,009-31,3331227,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
447,1040,009-02,3346171,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350213,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
445,1036,009-32,3331233,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-35,3359018,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
410,1013,009-03,3354091,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
408,1012,009-06,3345464,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
412,1016,009-33,3352852,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
424,1030,009-01,3345607,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
426,1032,009-04,3349035,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
510,1501,009-31,3359271,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
405,1018,009-34,3331241,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346172,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350214,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
445,1036,009-32,3359574,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-35,3359019,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
410,1013,009-03,3360068,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
408,1012,009-06,3345465,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
412,1016,009-33,3359799,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
426,1032,009-04,3349036,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
510,1501,009-31,3359272,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
405,1018,009-34,3359939,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350215,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-35,3359020,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
408,1012,009-06,3345466,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
510,1501,009-31,3359273,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
424,1030,009-01,3345610,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346175,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
410,1013,009-03,3360071,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
424,1030,009-01,3345611,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-05,3350218,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346176,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-06,3345469,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
410,1013,009-03,3360072,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
421,1027,009-05,3350219,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
447,1040,009-02,3346177,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-06,3345470,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
410,1013,009-03,3360073,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
447,1040,009-02,3346178,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
410,1013,009-03,3360074,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
408,1012,009-01,3375983,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
444,1038,009-06,3376859,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376774,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
405,1018,009-05,3362611,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
145831,1082,009-15,3362629,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
444,1038,009-06,3376860,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-16,3362633,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376775,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
280,1502,009-11,3362637,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
405,1018,009-05,3379564,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-02,3377211,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
145831,1082,009-15,3380608,Pesa  Bydgoszcz  S.A.,128NG,2020,Pojazd niskopodłogowy,12
406,1015,009-12,3362641,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
444,1038,009-06,3376861,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
440,1034,009-16,3382627,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376776,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
280,1502,009-11,3384775,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
421,1027,009-02,3377212,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
406,1015,009-12,3385799,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
489,1024,009-03,3385471,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
404,1014,009-04,3380538,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
405,1018,009-05,3379567,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
444,1038,009-06,3376864,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-03,3385472,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376779,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
404,1014,009-04,3380539,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
421,1027,009-02,3377215,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
405,1018,009-05,3379568,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-03,3385473,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
444,1038,009-06,3376865,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
404,1014,009-04,3380540,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
408,1012,009-01,3376780,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
405,1018,009-05,3379569,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
421,1027,009-02,3377216,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-03,3385474,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376781,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
404,1014,009-04,3380541,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
421,1027,009-02,3377217,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
405,1018,009-05,3379570,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
489,1024,009-03,3385475,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376782,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
404,1014,009-04,3380542,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
421,1027,009-02,3377218,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
405,1018,009-05,3379571,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
280,1502,009-35,3362663,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
489,1024,009-03,3385476,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
444,1038,009-06,3376868,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376783,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
404,1014,009-04,3380543,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
141568,1175,009-31,3362669,Waggonfabrik  Uerdingen  A.G.,N8C-AC2,1981,Pojazd częściowo niskopodłogowy,10
421,1027,009-02,3377219,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
405,1018,009-05,3379572,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
321,1112,009-32,3362675,Waggonfabrik  Uerdingen  A.G.,N8C-AC1,1979,Pojazd częściowo niskopodłogowy,10
280,1502,009-35,3390052,Konstal,114Na,1996,Pojazd częściowo niskopodłogowy,5
489,1024,009-03,3385477,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
444,1038,009-06,3376869,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
442,1035,009-33,3387047,Pesa  Bydgoszcz  S.A.,120NaG,2011,Pojazd niskopodłogowy,6
408,1012,009-01,3376784,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
404,1014,009-04,3380544,Pesa  Bydgoszcz  S.A.,120NaG,2010,Pojazd niskopodłogowy,6
141568,1175,009-31,3390419,Waggonfabrik  Uerdingen  A.G.,N8C-AC2,1981,Pojazd częściowo niskopodłogowy,10
